bit_count;stride;training_length;input;output;runtime
1;64;50;1;1;135193
1;64;50;0;1;129131
1;64;50;1;1;128981
1;64;50;1;1;119977
1;64;50;1;1;127756
1;64;50;0;1;126860
1;64;50;0;1;128425
1;64;50;1;1;119125
1;64;50;0;1;134026
1;64;50;1;1;135600
1;64;50;1;1;132400
1;64;50;1;1;137599
1;64;50;0;1;132012
1;64;50;1;1;138835
1;64;50;0;1;132983
1;64;50;0;1;133477
1;64;50;0;1;130112
1;64;50;0;1;136714
1;64;50;0;1;124470
1;64;50;1;1;132714
1;64;50;1;1;130012
1;64;50;0;1;149482
1;64;50;0;1;133035
1;64;50;1;1;144777
1;64;50;1;1;135237
1;64;50;0;1;125485
1;64;50;1;1;140466
1;64;50;1;1;131872
1;64;50;1;1;134329
1;64;50;1;1;136095
1;64;50;0;1;126307
1;64;50;1;1;131115
1;64;50;1;1;129997
1;64;50;1;1;139539
1;64;50;1;1;143712
1;64;50;1;1;141770
1;64;50;1;1;139243
1;64;50;0;1;144251
1;64;50;1;1;130174
1;64;50;0;1;138982
1;64;50;1;1;131327
1;64;50;0;1;154223
1;64;50;1;1;136420
1;64;50;0;1;118637
2;64;0;11;11;101600
2;64;0;11;11;101204
2;64;0;10;11;100490
2;64;0;10;11;84772
2;64;0;01;11;89863
2;64;0;11;11;89051
2;64;0;01;11;99056
2;64;0;01;11;86288
2;64;0;00;11;90116
2;64;0;11;11;91818
2;64;0;11;11;96840
2;64;0;11;11;90360
2;64;0;00;11;92941
2;64;0;10;11;98159
2;64;0;11;11;100265
2;64;0;01;11;87078
2;64;0;00;11;94067
2;64;0;01;11;88529
2;64;0;10;11;95127
2;64;0;01;11;90189
2;64;0;11;11;89922
2;64;0;00;11;98722
2;64;0;10;11;114131
2;64;0;10;11;107293
2;64;0;01;11;93614
2;64;0;01;11;93261
2;64;0;01;11;112821
2;64;0;01;11;120575
2;64;0;11;11;91583
2;64;0;11;11;101636
2;64;0;01;11;107238
2;64;0;00;11;91252
2;64;0;10;11;94098
2;64;0;11;11;96496
2;64;0;10;11;98676
