bit_count;stride;training_length;input;output;runtime
2;64;0;11;11;51898
2;64;0;01;11;47667
2;64;0;10;11;47914
2;64;0;00;01;85432
2;64;0;11;11;61953
2;64;0;11;11;45704
2;64;0;00;11;53124
2;64;0;11;11;47125
2;64;0;01;11;51559
2;64;0;01;11;52737
2;64;0;11;11;45073
2;64;0;10;00;52721
2;64;0;11;11;49965
2;64;0;01;11;44442
2;64;0;01;11;45030
2;64;0;11;11;50635
2;64;0;11;00;99016
2;64;0;11;11;47117
2;64;0;10;11;120016
2;64;0;01;11;89398
2;64;0;00;10;53064
2;64;0;01;11;54421
2;64;0;10;11;47599
2;64;0;01;11;49477
2;64;0;00;01;47030
2;64;10;11;10;58960
2;64;10;11;11;56454
2;64;10;10;10;51200
2;64;10;10;10;63581
2;64;10;01;11;59924
2;64;10;11;11;56152
2;64;10;01;11;56144
2;64;10;01;01;64469
2;64;10;00;00;59161
2;64;10;11;11;55081
2;64;10;11;11;60883
2;64;10;11;11;61474
2;64;10;00;11;59016
2;64;10;10;11;57457
2;64;10;11;11;75086
2;64;10;01;11;56121
2;64;10;00;11;57104
2;64;10;01;01;51318
2;64;10;10;10;51014
2;64;10;01;01;57401
2;64;10;11;11;56297
2;64;10;00;10;64582
2;64;10;10;10;56307
2;64;10;10;11;50201
2;64;10;01;11;55946
2;64;10;01;11;54040
2;64;10;01;11;51567
2;64;10;01;01;57971
2;64;10;11;11;101840
2;64;10;11;11;58732
2;64;10;01;01;54766
2;64;10;00;00;64905
2;64;10;10;11;103537
2;64;10;11;11;61968
2;64;10;10;11;61500
2;64;10;00;00;65561
2;64;10;00;10;57794
2;64;10;11;11;51157
2;64;10;00;11;53338
2;64;10;00;00;54598
2;64;10;10;10;57975
2;64;10;01;11;51837
2;64;10;10;10;52350
2;64;10;00;00;52995
2;64;10;01;11;55399
2;64;10;10;11;63249
2;64;10;01;11;61336
2;64;10;10;00;64104
2;64;10;11;11;63120
2;64;10;00;11;110363
2;64;10;10;11;51847
2;64;10;01;11;53125
2;64;10;10;10;57257
2;64;10;10;11;50294
2;64;10;00;11;67273
2;64;10;10;11;57092
2;64;10;11;11;52856
2;64;10;10;11;53098
2;64;10;01;01;56775
2;64;10;11;11;57725
2;64;10;01;01;98833
2;64;10;10;11;55978
2;64;10;10;10;52478
2;64;10;11;11;57779
2;64;10;00;00;53471
2;64;10;01;11;52430
2;64;10;11;11;56131
2;64;10;11;11;55143
2;64;10;10;10;60616
2;64;10;01;11;52672
2;64;10;00;01;64112
2;64;10;00;10;104707
2;64;10;10;10;111140
2;64;10;00;11;66515
2;64;10;10;10;54155
2;64;10;11;11;59051
2;64;10;01;11;52056
2;64;10;10;10;60971
2;64;10;00;11;52989
2;64;10;11;11;57605
2;64;10;11;10;70258
2;64;10;00;01;55508
2;64;10;11;11;57863
2;64;10;01;11;62428
2;64;10;01;01;51859
2;64;10;11;11;57621
2;64;10;10;10;57368
2;64;10;11;11;52617
2;64;10;01;11;52132
2;64;10;01;11;55940
2;64;10;11;11;53741
2;64;10;11;11;53416
2;64;10;11;11;57380
2;64;10;10;10;54067
2;64;10;01;11;65829
2;64;10;00;10;52544
2;64;10;01;11;56695
2;64;10;10;11;54725
2;64;10;01;00;50816
2;64;10;00;11;68584
2;64;20;11;11;61655
2;64;20;11;11;54110
2;64;20;10;11;60035
2;64;20;10;11;60089
2;64;20;01;11;59837
2;64;20;11;11;55180
2;64;20;01;11;63982
2;64;20;01;01;67866
2;64;20;00;11;62159
2;64;20;11;11;62088
2;64;20;11;11;59002
2;64;20;11;11;70575
2;64;20;00;01;61379
2;64;20;10;10;59424
2;64;20;11;11;60981
2;64;20;01;11;55359
2;64;20;00;00;60943
2;64;20;01;11;58851
2;64;20;10;10;60130
2;64;20;01;11;61919
2;64;20;11;11;61536
2;64;20;00;00;62415
2;64;20;10;10;62290
2;64;20;10;11;60542
2;64;20;01;11;61982
2;64;20;01;11;61522
2;64;20;01;11;59916
2;64;20;01;11;59641
2;64;20;11;11;64144
2;64;20;11;11;60937
2;64;20;01;11;58956
2;64;20;00;10;61931
2;64;20;10;11;61814
2;64;20;11;11;57201
2;64;20;10;10;61806
2;64;20;00;11;59150
2;64;20;00;10;59284
2;64;20;11;11;61298
2;64;20;00;10;69095
2;64;20;00;11;60279
2;64;20;10;10;59428
2;64;20;01;11;55121
2;64;20;10;11;61423
2;64;20;00;11;67983
2;64;20;01;11;55224
2;64;20;10;10;59943
2;64;20;01;11;56957
2;64;20;10;11;60342
2;64;20;11;11;60953
2;64;20;00;11;61393
2;64;20;10;11;62323
2;64;20;01;11;64005
2;64;20;10;10;69110
2;64;20;10;10;61059
2;64;20;00;11;61665
2;64;20;10;11;61645
2;64;20;11;11;62911
2;64;20;10;10;60315
2;64;20;01;11;68001
2;64;20;11;11;60223
2;64;20;01;11;59817
2;64;20;10;11;60809
2;64;20;10;11;63370
2;64;20;11;11;61899
2;64;20;00;01;67872
2;64;20;01;11;61060
2;64;20;11;11;60203
2;64;20;11;11;55730
2;64;20;10;10;60854
2;64;20;01;11;61046
2;64;20;00;11;59198
2;64;20;00;11;64485
2;64;20;10;10;60372
2;64;20;00;00;59908
2;64;20;10;10;60473
2;64;20;11;11;60725
2;64;20;01;11;56876
2;64;20;10;11;61760
2;64;20;00;11;62220
2;64;20;11;11;59755
2;64;20;11;11;61387
2;64;20;00;10;61496
2;64;20;11;11;59925
2;64;20;01;01;62057
2;64;20;01;11;60733
2;64;20;11;11;60689
2;64;20;10;11;60303
2;64;20;11;11;71614
2;64;20;01;01;69914
2;64;20;01;11;59513
2;64;20;11;11;58571
2;64;20;11;11;71534
2;64;20;11;11;67793
2;64;20;10;10;60307
2;64;20;01;11;59541
2;64;20;00;10;59444
2;64;20;01;11;60363
2;64;20;10;11;59484
2;64;20;01;11;56408
2;64;20;00;11;59079
2;64;30;11;11;71193
2;64;30;11;11;64762
2;64;30;10;10;66767
2;64;30;10;11;65847
2;64;30;01;11;63720
2;64;30;11;11;65181
2;64;30;01;11;65438
2;64;30;01;11;65020
2;64;30;00;11;68112
2;64;30;11;11;73967
2;64;30;11;11;71614
2;64;30;11;11;64509
2;64;30;00;00;64850
2;64;30;10;11;77962
2;64;30;11;11;63717
2;64;30;01;01;65998
2;64;30;00;10;71778
2;64;30;01;11;71059
2;64;30;10;10;64963
2;64;30;01;01;71469
2;64;30;11;11;71457
2;64;30;00;00;65035
2;64;30;10;11;64519
2;64;30;10;11;73442
2;64;30;01;11;64152
2;64;30;01;11;65516
2;64;30;01;11;64580
2;64;30;01;11;71602
2;64;30;11;11;73570
2;64;30;11;11;63958
2;64;30;01;11;68736
2;64;30;00;11;73087
2;64;30;10;11;69095
2;64;30;11;11;64564
2;64;30;10;10;66722
2;64;30;00;00;64540
2;64;30;00;11;71382
2;64;30;11;11;70811
2;64;30;00;00;65434
2;64;30;00;00;64978
2;64;30;10;10;73950
2;64;30;01;11;71876
2;64;30;10;11;71844
2;64;30;00;00;66962
2;64;30;01;11;65492
2;64;30;10;10;74206
2;64;30;01;01;70535
2;64;30;10;11;63731
2;64;30;11;11;65696
2;64;30;00;00;65393
